epoch,train_loss,val_loss,train_psnr,val_psnr,train_ssim,val_ssim,train_lpips,val_lpips
1,0.020861319676093237,0.017583593735194625,33.30042121448371,33.52230044724075,0.7964978763318608,0.8033912154383338,0.4864501953125,0.5282447310633338
2,0.02023083058315602,0.01730991870146798,33.593235663548164,33.61321492192238,0.8017224518689362,0.805651477931701,0.4902456261098839,0.5265307868878866
3,0.020108650561760304,0.017297060002407355,33.6750124523562,33.59597909718011,0.8018048472150034,0.8055538364870755,0.4910737670137084,0.5272105386432118
4,0.01991561445525679,0.017231702370814225,33.737282354469855,33.619646376591874,0.8033830480119543,0.8065507563769709,0.49171457270822505,0.5268711624469375
5,0.02000151255522349,0.017259988732739893,33.74903088184338,33.57950841419042,0.803144152265246,0.8059959249687311,0.4928456899282095,0.5279994430218125
6,0.01993734078199105,0.017212887978539315,33.81662551975052,33.6105049461795,0.8028619439752253,0.8064371991547907,0.4933901844302235,0.5286445502008793
7,0.019989389061349512,0.017291053415718332,33.76862439362439,33.573936855670105,0.8023449004894317,0.8057196566811325,0.4933770722344941,0.5291618499848393
8,0.01972313746758327,0.017206505474139155,33.885005197505194,33.59353206488781,0.8042954030502859,0.8062914402431398,0.49297533147630807,0.5290380400408391
9,0.01994016545560735,0.017175810925522454,33.79895670911296,33.60725487037598,0.8028294595677408,0.8076725596005154,0.4931740446877166,0.5277092206687766
10,0.01983007852682535,0.01740688927756287,33.81569971413722,33.47480006822317,0.8040369659022003,0.8067108024749848,0.4929112086094508,0.5284999387057497
11,0.019744447429231364,0.017238599593311168,33.86368189102564,33.56298798514251,0.804427201766069,0.8065683747725895,0.49312853267931395,0.5287898649512962
12,0.019812456370226144,0.017138905059647894,33.86843814968815,33.63035836112795,0.8042144458160083,0.80665513426698,0.49302778025922556,0.5297030604485673
13,0.019791339390491002,0.017138164790924424,33.84362547643798,33.610156723771986,0.8036676249566874,0.8071755431795785,0.4944228332900208,0.5281697418416464
14,0.019836655773392834,0.017096137190819365,33.850347041753295,33.654916331867796,0.8035906436785343,0.8073276684022513,0.49328528686438844,0.5271792993030814
15,0.019780954055627516,0.017087627570509117,33.88460997054747,33.63131301167374,0.8035728787681913,0.8070659834085051,0.4929787152687543,0.5276214988250455
16,0.01986957637287227,0.017148796900465245,33.83114604989605,33.622991206791994,0.8029052565185377,0.8071346803460431,0.49346005974423945,0.5282466557620149
17,0.01981077769194224,0.017069781310924115,33.86811059857935,33.6595285021225,0.8039321529311764,0.8071542234403426,0.493322170202053,0.5275054246892056
18,0.019798247085539566,0.01706326347614795,33.81031271656272,33.6610350970285,0.803824379141762,0.8071309790024257,0.49281020240492895,0.5283803482934734
19,0.019945358783936055,0.017139682341807533,33.799029799029796,33.60089921922377,0.8028748023865211,0.8068560431985294,0.4933166715393278,0.5277124038242874
20,0.019825039848385795,0.01718241435386977,33.850994022869024,33.58001535021225,0.8039593078655579,0.8060501866661614,0.49347782465458245,0.5283535135522476
21,0.020055547490850225,0.01712512680803233,33.75752555440055,33.61735095133414,0.8017236361962925,0.8067994866680563,0.49326066977434163,0.5280876460402137
22,0.01988942575223398,0.01703170258179081,33.820702312889814,33.66902526152214,0.8034233151420651,0.8073669766714675,0.49360370173358453,0.5281152580635992
23,0.019791392262247975,0.01702150653679491,33.84141924376299,33.68702859687689,0.8034342278727045,0.8082171012734991,0.4935040490460412,0.5270036705484384
24,0.019816055615082106,0.01702216930863639,33.85102650727651,33.67716703305033,0.803671685507623,0.8077732361469072,0.4939224549820253,0.5264774875397968
25,0.01969375795402712,0.017018077010599465,33.90369455994456,33.66758736355367,0.8043701848633489,0.8078317173760613,0.49334763324021136,0.527591295861128
